<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160328,000000,2037.8900000,2042.6700000,2031.9600000,2037.0500000,14439
20160329,000000,2035.7500000,2055.9100000,2028.3100000,2055.0100000,15467
20160330,000000,2058.2700000,2072.2100000,2058.2700000,2063.9500000,14980
20160331,000000,2063.7700000,2067.9200000,2057.4600000,2059.7400000,14445
20160401,000000,2056.6200000,2075.0700000,2043.9800000,2072.7800000,15191
20160404,000000,2073.1900000,2074.0200000,2062.5700000,2066.1300000,14891
20160405,000000,2060.1800000,2060.1800000,2042.5600000,2045.1700000,15775
20160406,000000,2045.5600000,2067.3300000,2043.0900000,2066.6600000,15420
20160407,000000,2063.0100000,2063.0100000,2033.8000000,2041.9100000,15943
20160408,000000,2045.5400000,2060.6300000,2041.6900000,2047.6000000,15769
20160411,000000,2051.5400000,2062.9300000,2041.8800000,2041.9900000,15475
20160412,000000,2043.7600000,2065.0500000,2039.7400000,2061.7200000,15607
20160413,000000,2065.9200000,2083.1800000,2065.9200000,2082.4200000,16020
20160414,000000,2082.8900000,2087.8400000,2078.1300000,2082.7800000,14666
20160415,000000,2083.1000000,2083.2200000,2076.3100000,2080.7300000,14180
20160418,000000,2078.8300000,2094.6600000,2073.6500000,2094.3400000,14789
20160419,000000,2096.0500000,2104.0500000,2091.6800000,2100.8000000,15432
20160420,000000,2101.5200000,2111.0500000,2096.3200000,2102.4000000,15115
20160421,000000,2102.0900000,2103.7800000,2088.5200000,2091.4800000,16085
20160422,000000,2091.4900000,2094.3200000,2081.2000000,2091.5800000,16175
20160425,000000,2089.3700000,2089.3700000,2077.5200000,2087.7900000,14855
20160426,000000,2089.8400000,2096.8700000,2085.8000000,2091.7000000,14834
20160427,000000,2092.3300000,2099.8900000,2082.3100000,2095.1500000,16499
20160428,000000,2090.9300000,2099.3000000,2071.6300000,2075.8100000,16579
20160429,000000,2071.8200000,2073.8500000,2052.2800000,2065.3000000,17611
20160502,000000,2067.1700000,2083.4200000,2066.1100000,2081.4300000,15823
20160503,000000,2077.1800000,2077.1800000,2054.8900000,2063.3700000,16274
20160504,000000,2060.3000000,2060.3000000,2045.5500000,2051.1200000,16066
20160505,000000,2052.9500000,2060.2300000,2045.7700000,2050.6300000,15970
20160506,000000,2047.7700000,2057.7200000,2039.4500000,2057.1400000,15660
20160509,000000,2057.5500000,2064.1500000,2054.3100000,2058.6900000,15255
20160510,000000,2062.6300000,2084.8700000,2062.6300000,2084.3900000,13919
20160511,000000,2083.2900000,2083.2900000,2064.4600000,2064.4600000,14683
20160512,000000,2067.1700000,2073.9900000,2053.1300000,2064.1100000,15941
20160513,000000,2062.5000000,2066.7900000,2043.1300000,2046.6100000,15924
20160516,000000,2046.5300000,2071.8800000,2046.5300000,2066.6600000,14591
20160517,000000,2065.0400000,2065.6900000,2040.8200000,2047.2100000,16106
20160518,000000,2044.3800000,2060.6100000,2034.4900000,2047.6300000,16969
20160519,000000,2042.3600000,2043.2000000,2025.9100000,2040.0400000,16486
20160520,000000,2041.8800000,2058.3500000,2041.8800000,2052.3200000,13870
20160523,000000,2052.2300000,2055.5800000,2047.2600000,2048.0400000,13872
20160524,000000,2054.5200000,2079.6700000,2054.5200000,2076.0600000,13516
20160525,000000,2078.9300000,2094.7300000,2078.9300000,2090.5400000,13919
20160526,000000,2091.6800000,2094.3000000,2087.0800000,2090.1000000,13040
20160527,000000,2090.0600000,2099.0600000,2090.0600000,2099.0600000,12596
20160531,000000,2100.1300000,2103.4800000,2088.6600000,2096.9600000,14011
20160601,000000,2093.9400000,2100.9700000,2085.1000000,2099.3300000,14359
20160602,000000,2097.7100000,2105.2600000,2088.5900000,2105.2600000,13515
20160603,000000,2104.0700000,2104.0700000,2085.3600000,2099.1300000,14451
20160606,000000,2101.7000000,2113.3600000,2101.5600000,2109.4100000,13690
20160607,000000,2110.1800000,2119.2200000,2110.1800000,2112.1300000,12764
20160608,000000,2112.7100000,2120.5500000,2112.7100000,2119.1200000,12525
20160609,000000,2115.6500000,2117.6400000,2107.7300000,2115.4800000,13032
20160610,000000,2109.5700000,2109.5700000,2089.9600000,2096.0700000,14252
20160613,000000,2091.7500000,2098.1200000,2078.4600000,2079.0600000,15346
20160614,000000,2076.6500000,2081.3000000,2064.1000000,2075.3200000,15542
20160615,000000,2078.6900000,2085.6500000,2069.8000000,2071.5000000,13999
20160616,000000,2064.8400000,2079.6200000,2050.3700000,2077.9900000,16078
20160617,000000,2078.2000000,2078.2000000,2062.8400000,2071.2200000,15112
20160620,000000,2075.5800000,2100.6600000,2075.5800000,2083.2500000,14293
20160621,000000,2085.1900000,2093.6600000,2083.0200000,2088.9000000,14147
20160622,000000,2089.7500000,2099.7100000,2084.3600000,2085.4500000,14577
20160623,000000,2092.8000000,2113.3200000,2092.8000000,2113.3200000,13318
20160624,000000,2095.9200000,2095.9200000,2032.5700000,2037.4100000,18369
20160627,000000,2031.4500000,2031.4500000,1991.6800000,2000.5400000,18041
20160628,000000,2006.6700000,2036.0900000,2006.6700000,2036.0900000,16471
20160629,000000,2042.6900000,2073.1300000,2042.6900000,2070.7700000,15359
20160630,000000,2073.1700000,2098.9400000,2070.0000000,2098.8600000,16499
20160701,000000,2099.3400000,2108.7100000,2097.9000000,2102.9500000,14456
20160705,000000,2095.0500000,2095.0500000,2080.8600000,2088.5500000,14823
20160706,000000,2084.4300000,2100.7200000,2074.0200000,2099.7300000,15765
20160707,000000,2100.4200000,2109.0800000,2089.3900000,2097.9000000,15688
20160708,000000,2106.9700000,2131.7100000,2106.9700000,2129.9000000,13921
20160711,000000,2131.7200000,2143.1600000,2131.7200000,2137.1600000,13182
20160712,000000,2139.5000000,2155.4000000,2139.5000000,2152.1400000,13768
20160713,000000,2153.8100000,2156.4500000,2146.2100000,2152.4300000,13987
20160714,000000,2157.8800000,2168.9900000,2157.8800000,2163.7500000,13672
20160715,000000,2165.1300000,2169.0500000,2155.7900000,2161.7400000,13119
20160718,000000,2162.0400000,2168.3500000,2159.6300000,2166.8900000,12172
20160719,000000,2163.7900000,2164.6300000,2159.0100000,2163.7800000,12821
20160720,000000,2166.1000000,2175.6300000,2164.8900000,2173.0200000,12520
20160721,000000,2173.1200000,2174.5600000,2159.7500000,2165.1700000,13493
20160722,000000,2166.4700000,2175.1100000,2163.2400000,2175.0300000,12266
20160725,000000,2173.3600000,2173.5400000,2161.9500000,2168.4800000,12706
20160726,000000,2168.9700000,2173.5400000,2160.1800000,2169.1800000,12971
20160727,000000,2169.8100000,2174.9800000,2159.1300000,2166.5800000,15206
20160728,000000,2165.4100000,2172.8500000,2159.7400000,2170.0600000,14284
20160729,000000,2168.8300000,2177.0900000,2163.4900000,2173.6000000,13963
20160801,000000,2173.1500000,2178.2900000,2166.2100000,2170.8400000,14220
20160802,000000,2169.9400000,2170.2000000,2147.5800000,2157.0300000,15240
20160803,000000,2156.8100000,2163.7900000,2152.5600000,2163.7900000,13636
20160804,000000,2163.8600000,2168.1900000,2159.0700000,2164.2500000,12599
20160805,000000,2168.7900000,2182.8700000,2168.7900000,2182.8700000,12423
20160808,000000,2183.7600000,2185.4400000,2177.8500000,2180.8900000,11559
20160809,000000,2182.2400000,2187.6600000,2178.6100000,2181.7400000,12048
20160810,000000,2182.8100000,2183.4100000,2172.0000000,2175.4900000,12251
20160811,000000,2177.9700000,2188.4500000,2177.9700000,2185.7900000,11738
20160812,000000,2183.7400000,2186.2800000,2180.1200000,2184.0500000,8948
20160815,000000,2186.1400000,2193.8100000,2186.1400000,2190.1500000,10459
20160816,000000,2186.0100000,2186.0400000,2178.1400000,2178.1500000,12031
20160817,000000,2177.8400000,2183.0800000,2168.5000000,2182.2200000,13551
20160818,000000,2181.8600000,2187.0300000,2180.4600000,2187.0200000,11960
20160819,000000,2184.0800000,2185.0000000,2175.1300000,2183.8700000,12329
20160822,000000,2181.5800000,2185.1500000,2175.9600000,2182.6400000,12242
20160823,000000,2187.8100000,2193.4200000,2186.8600000,2186.9000000,11355
20160824,000000,2185.0900000,2186.6600000,2171.2500000,2175.4400000,12520
20160825,000000,2173.0100000,2179.0000000,2169.7400000,2172.4700000,13325
20160826,000000,2175.1000000,2187.9400000,2160.3900000,2169.0400000,14940
20160829,000000,2170.1900000,2183.4800000,2170.1900000,2180.3800000,11689
20160830,000000,2179.4500000,2182.2700000,2170.4100000,2176.1200000,11981
20160831,000000,2173.5600000,2173.7900000,2161.3600000,2170.9500000,12571
20160901,000000,2171.3300000,2173.5600000,2157.0900000,2170.8600000,12832
20160902,000000,2178.0000000,2184.8700000,2173.5900000,2179.9800000,12405
20160906,000000,2181.6100000,2186.5600000,2175.1000000,2186.4800000,12407
20160907,000000,2185.1700000,2187.8700000,2179.0700000,2186.1600000,13004
20160908,000000,2182.7600000,2184.9400000,2177.4900000,2181.3000000,13244
20160909,000000,2168.5700000,2168.5700000,2127.8100000,2127.8100000,14448
20160912,000000,2120.1600000,2163.3000000,2119.1200000,2159.0400000,14716
20160913,000000,2150.4700000,2150.4700000,2120.2700000,2127.0200000,16511
20160914,000000,2127.8600000,2141.3200000,2119.9000000,2125.7700000,16309
20160915,000000,2125.0700000,2151.3100000,2122.3600000,2147.2600000,14990
20160916,000000,2146.4400000,2146.4400000,2131.2000000,2139.1600000,14728
20160919,000000,2143.9900000,2153.6100000,2135.9100000,2139.1200000,14024
20160920,000000,2146.1200000,2150.8000000,2139.1700000,2139.7600000,13775
20160921,000000,2144.9700000,2165.0900000,2139.5700000,2163.1200000,14049
20160922,000000,2171.5500000,2179.9900000,2171.5400000,2177.1800000,11234
20160923,000000,2173.2900000,2173.7500000,2163.9700000,2164.6900000,14044
20160926,000000,2158.5400000,2158.5400000,2145.0900000,2146.1000000,13376
20160927,000000,2145.9600000,2161.1300000,2141.5500000,2159.9300000,13630
20160928,000000,2161.8500000,2172.3700000,2151.7900000,2171.3700000,14756
20160929,000000,2168.9000000,2172.6700000,2145.2000000,2151.1300000,17082
20160930,000000,2156.5100000,2175.3000000,2156.5100000,2168.2700000,14479
20161003,000000,2164.3300000,2164.4100000,2154.7700000,2161.2000000,14155
20161004,000000,2163.3700000,2165.4600000,2144.0100000,2150.4900000,15975
20161005,000000,2155.1500000,2163.9500000,2155.1500000,2159.7300000,13609
20161006,000000,2158.2200000,2162.9300000,2150.2800000,2160.7700000,14014
20161007,000000,2164.1900000,2165.8600000,2144.8500000,2153.7400000,14345
20161010,000000,2160.3900000,2169.6000000,2160.3900000,2163.6600000,12483
20161011,000000,2161.3500000,2161.5600000,2128.8400000,2136.7300000,15413
20161012,000000,2137.6700000,2145.3600000,2132.7700000,2139.1800000,13974
20161013,000000,2129.7100000,2138.1900000,2114.7400000,2132.5500000,13310
20161014,000000,2139.6800000,2149.1900000,2132.9800000,2132.9800000,14941
20161017,000000,2132.9500000,2135.6100000,2124.4300000,2126.5000000,13346
20161018,000000,2138.3100000,2144.3800000,2135.4900000,2139.6000000,12974
20161019,000000,2140.8100000,2148.4400000,2138.1500000,2144.2900000,12813
20161020,000000,2142.5100000,2147.1800000,2133.4400000,2141.3400000,14280
20161021,000000,2139.4300000,2142.6300000,2130.0900000,2141.1600000,14158
20161024,000000,2148.5000000,2154.7900000,2146.9100000,2151.3300000,12779
20161025,000000,2149.7200000,2151.4400000,2141.9300000,2143.1600000,13685
20161026,000000,2136.9700000,2145.7300000,2131.5900000,2139.4300000,14903
20161027,000000,2144.0600000,2147.1300000,2132.5200000,2133.0400000,15367
20161028,000000,2132.2300000,2140.7200000,2119.3600000,2126.4100000,16992
20161031,000000,2129.7800000,2133.2500000,2125.5300000,2126.1500000,14341
20161101,000000,2128.6800000,2131.4500000,2097.8500000,2111.7200000,16658
20161102,000000,2109.4300000,2111.7600000,2094.0000000,2097.9400000,16714
20161103,000000,2098.8000000,2102.5600000,2085.2300000,2088.6600000,16199
20161104,000000,2083.7900000,2099.0700000,2083.7900000,2085.1800000,15497
20161107,000000,2100.5900000,2132.0000000,2100.5900000,2131.5200000,14490
20161108,000000,2129.9200000,2146.7400000,2123.5600000,2139.5600000,15364
20161109,000000,2131.5600000,2170.1000000,2125.3500000,2163.2600000,18543
20161110,000000,2167.4900000,2182.3000000,2151.1700000,2167.4800000,18915
20161111,000000,2162.6500000,2165.9200000,2152.4900000,2164.4500000,17048
20161114,000000,2166.0500000,2171.3600000,2156.0800000,2164.2000000,17846
20161115,000000,2168.2900000,2180.8400000,2166.3800000,2180.3900000,16075
20161116,000000,2176.2100000,2179.2200000,2172.2000000,2176.9400000,15282
20161117,000000,2177.4100000,2188.0600000,2176.6500000,2187.1200000,14816
20161118,000000,2187.0100000,2189.8900000,2180.3800000,2181.9000000,13892
20161121,000000,2186.4300000,2198.7000000,2186.4300000,2198.1800000,13760
20161122,000000,2201.5600000,2204.8000000,2194.5100000,2202.9400000,14430
20161123,000000,2198.4200000,2204.7200000,2194.5100000,2204.7200000,14122
20161125,000000,2206.2700000,2213.3500000,2206.2700000,2213.3500000,7515
20161128,000000,2210.2100000,2211.1400000,2200.3600000,2201.7200000,14067
20161129,000000,2200.7600000,2210.4600000,2198.1500000,2204.6600000,13989
20161130,000000,2204.9700000,2214.1000000,2198.8100000,2198.8100000,15598
20161201,000000,2200.1700000,2202.6000000,2187.4400000,2191.0800000,17197
20161202,000000,2191.1200000,2197.9500000,2188.3700000,2191.9500000,15080
20161205,000000,2200.6500000,2209.4200000,2199.9700000,2204.7100000,17770
20161206,000000,2207.2600000,2212.7800000,2202.2100000,2212.2300000,17499
20161207,000000,2210.7200000,2241.6300000,2208.9300000,2241.3500000,18261
20161208,000000,2241.1300000,2251.6900000,2237.5700000,2246.1900000,18545
20161209,000000,2249.7300000,2259.8000000,2249.2300000,2259.5300000,17347
20161212,000000,2258.8300000,2264.0300000,2252.3700000,2256.9600000,17936
20161213,000000,2263.3200000,2277.5300000,2263.3200000,2271.7200000,18344
20161214,000000,2268.3500000,2276.2000000,2248.4400000,2253.2800000,18911
20161215,000000,2253.7700000,2272.1200000,2253.7700000,2262.0300000,18594
20161216,000000,2266.8100000,2268.0500000,2254.2400000,2258.0700000,17632
20161219,000000,2259.2400000,2267.4700000,2258.2800000,2262.5300000,17346
20161220,000000,2266.5000000,2272.5600000,2266.1400000,2270.7600000,16794
20161221,000000,2270.5400000,2271.2300000,2265.1500000,2265.1800000,16127
20161222,000000,2262.9300000,2263.1800000,2256.0800000,2260.9600000,16193
20161223,000000,2260.2500000,2263.7900000,2258.8400000,2263.7900000,14979
20161227,000000,2266.2300000,2273.8200000,2266.1500000,2268.8800000,15014
20161228,000000,2270.2300000,2271.3100000,2249.1100000,2249.9200000,16262
20161229,000000,2249.5000000,2254.5100000,2244.5600000,2249.2600000,16523
20161230,000000,2251.6100000,2253.5800000,2233.6200000,2238.8300000,16916
20170103,000000,2251.5700000,2263.8800000,2245.1300000,2257.8300000,17987
20170104,000000,2261.6000000,2272.8200000,2261.6000000,2270.7500000,16915
20170105,000000,2268.1800000,2271.5000000,2260.4500000,2269.0000000,17309
20170106,000000,2270.2600000,2282.1000000,2264.0600000,2276.9800000,17039
20170109,000000,2273.5900000,2275.4900000,2268.9000000,2268.9000000,16786
20170110,000000,2269.7200000,2279.2700000,2265.2700000,2268.9000000,17046
20170111,000000,2268.6000000,2275.3200000,2260.8300000,2275.3200000,18038
20170112,000000,2271.1400000,2271.7800000,2254.2500000,2270.4400000,17517
20170113,000000,2272.7400000,2278.6800000,2271.5100000,2274.6400000,16755
20170117,000000,2267.8700000,2272.0800000,2262.8100000,2267.8900000,17322
20170118,000000,2269.1400000,2272.0100000,2263.3500000,2271.8900000,16725
20170119,000000,2271.9000000,2274.3300000,2258.4100000,2263.6900000,16739
20170120,000000,2269.9600000,2276.9600000,2265.0100000,2271.3100000,17507
20170123,000000,2267.7800000,2271.7800000,2257.0200000,2265.2000000,17103
20170124,000000,2267.8800000,2284.6300000,2266.6800000,2280.0700000,16951
20170125,000000,2288.8800000,2299.5500000,2288.8800000,2298.3700000,16985
20170126,000000,2298.6300000,2300.9900000,2294.0800000,2296.6800000,17377
20170127,000000,2299.0200000,2299.0200000,2291.6200000,2294.6900000,16713
20170130,000000,2286.0100000,2286.0100000,2268.0400000,2280.9000000,17163
20170131,000000,2274.0200000,2279.0900000,2267.2100000,2278.8700000,17081
20170201,000000,2285.5900000,2289.1400000,2272.4400000,2279.5500000,18077
20170202,000000,2276.6900000,2283.9700000,2271.6500000,2280.8500000,17387
20170203,000000,2288.5400000,2298.2700000,2287.8800000,2297.4200000,17003
20170206,000000,2294.2800000,2296.1800000,2288.5700000,2292.5600000,16242
20170207,000000,2295.8700000,2299.4000000,2290.1600000,2293.0800000,16598
20170208,000000,2289.1000000,2295.9100000,2285.3800000,2294.6700000,16863
20170209,000000,2296.7000000,2311.0800000,2296.6100000,2307.8700000,16523
20170210,000000,2312.2700000,2319.2300000,2311.1000000,2316.1000000,16479
20170213,000000,2321.7100000,2331.5800000,2321.4200000,2328.2500000,16379
20170214,000000,2326.1200000,2337.5800000,2322.1700000,2337.5800000,16770
20170215,000000,2335.5800000,2351.3000000,2334.8100000,2349.2500000,16141
20170216,000000,2349.6400000,2351.3100000,2338.8700000,2347.2200000,15088
20170217,000000,2343.0100000,2351.1600000,2339.5800000,2351.1600000,15063
20170221,000000,2354.9100000,2366.7100000,2354.9100000,2365.3800000,9434
20170222,000000,2361.1100000,2364.8200000,2358.3400000,2362.8200000,16290
20170223,000000,2367.5000000,2368.2600000,2355.0900000,2363.8100000,17245
20170224,000000,2355.7300000,2367.3400000,2352.8700000,2367.3400000,16919
20170227,000000,2365.2300000,2371.5400000,2361.8700000,2369.7500000,16522
20170228,000000,2366.0800000,2367.7900000,2358.9600000,2363.6400000,16923
20170301,000000,2380.1300000,2400.9800000,2380.1300000,2395.9600000,18005
20170302,000000,2394.7500000,2394.7500000,2380.1700000,2381.9200000,17359
20170303,000000,2380.9200000,2383.8900000,2375.3900000,2383.1200000,16901
20170306,000000,2375.2300000,2378.8000000,2367.9800000,2375.3100000,15987
20170307,000000,2370.7700000,2375.1200000,2365.5100000,2368.3900000,15786
20170308,000000,2369.8100000,2373.0900000,2361.0400000,2362.9800000,16041
20170309,000000,2363.4900000,2369.0800000,2354.5600000,2364.8700000,15945
20170310,000000,2372.5200000,2376.8600000,2363.0400000,2372.6000000,16978
20170313,000000,2371.5600000,2374.4200000,2368.5200000,2373.4700000,16189
20170314,000000,2368.5500000,2368.5500000,2358.1800000,2365.4500000,16893
20170315,000000,2370.5200000,2390.0100000,2368.9400000,2385.2600000,16870
20170316,000000,2387.8700000,2388.1000000,2377.1800000,2381.3800000,16444
20170317,000000,2383.7100000,2385.7100000,2377.6400000,2378.2500000,16493
20170320,000000,2378.2400000,2379.5500000,2369.6600000,2373.4700000,16499
20170321,000000,2379.3200000,2381.9300000,2341.9000000,2344.0200000,19276
20170322,000000,2343.0000000,2351.8100000,2336.4500000,2348.4500000,17918
20170323,000000,2345.9700000,2358.9200000,2342.3700000,2345.9600000,17448
20170324,000000,2350.4200000,2356.2200000,2335.7400000,2343.9800000,17643
20170327,000000,2329.1100000,2344.9000000,2322.2500000,2341.5900000,17714
20170328,000000,2339.7900000,2363.7800000,2337.6300000,2358.5700000,17627
20170329,000000,2356.5400000,2363.3600000,2352.9400000,2361.1300000,16494
20170330,000000,2361.3100000,2370.4200000,2358.5800000,2368.0600000,16582
20170331,000000,2364.8200000,2370.3500000,2362.6200000,2362.7200000,16294
20170403,000000,2362.3400000,2365.8700000,2344.7300000,2358.8400000,17815
20170404,000000,2354.7600000,2360.4600000,2350.7200000,2360.1600000,16820
20170405,000000,2366.5900000,2378.3600000,2350.5200000,2352.9500000,16142
20170406,000000,2353.7900000,2364.1600000,2348.9000000,2357.4900000,17590
20170407,000000,2356.5900000,2363.7600000,2350.7400000,2355.5400000,16739
20170410,000000,2357.1600000,2366.3700000,2351.5000000,2357.1600000,16939
20170411,000000,2353.9200000,2355.2200000,2337.2500000,2353.7800000,18204
20170412,000000,2352.1500000,2352.7200000,2341.1800000,2344.9300000,17743
20170413,000000,2341.9800000,2348.2600000,2328.9500000,2328.9500000,17431
20170417,000000,2332.6200000,2349.1400000,2332.5100000,2349.0100000,16127
20170418,000000,2342.5300000,2348.3500000,2334.5400000,2342.1900000,17364
20170419,000000,2346.7900000,2352.6300000,2335.0500000,2338.1700000,16631
20170420,000000,2342.6900000,2361.3700000,2340.9100000,2355.8400000,17364
20170421,000000,2354.7400000,2356.1800000,2344.5100000,2348.6900000,17079
20170424,000000,2370.3300000,2376.9800000,2369.1900000,2374.1500000,16786
20170425,000000,2381.5100000,2392.4800000,2381.1500000,2388.6100000,17121
20170426,000000,2388.9800000,2398.1600000,2386.7600000,2387.4500000,17255
20170427,000000,2389.7000000,2392.1000000,2382.6800000,2388.7700000,17010
20170428,000000,2393.6800000,2393.6800000,2382.3600000,2384.2000000,16992
20170501,000000,2388.5000000,2394.4900000,2384.8300000,2388.3300000,16985
20170502,000000,2391.0500000,2392.9300000,2385.8200000,2391.1700000,16701
20170503,000000,2386.5000000,2389.8200000,2379.7500000,2388.1300000,17264
20170504,000000,2389.7900000,2391.4300000,2380.3500000,2389.5200000,17275
20170505,000000,2392.3700000,2399.2900000,2389.3800000,2399.2900000,16370
20170508,000000,2399.9400000,2401.3600000,2393.9200000,2399.3800000,16530
20170509,000000,2401.5800000,2403.8700000,2392.4400000,2396.9200000,16654
20170510,000000,2396.7900000,2399.7400000,2392.7900000,2399.6300000,16556
20170511,000000,2394.8400000,2395.7200000,2381.7400000,2394.4400000,16867
20170512,000000,2392.4400000,2392.4400000,2387.1900000,2390.9000000,16342
20170515,000000,2393.9800000,2404.0500000,2393.9400000,2402.3200000,16194
20170516,000000,2404.5500000,2405.7700000,2396.0500000,2400.6700000,16635
20170517,000000,2381.9900000,2384.8700000,2356.2900000,2357.0300000,18769
20170518,000000,2354.6900000,2375.7400000,2352.7200000,2365.7200000,18721
20170519,000000,2371.3700000,2389.0600000,2370.4300000,2381.7300000,17037
20170522,000000,2387.2100000,2395.4600000,2386.9200000,2394.0200000,16347
20170523,000000,2397.0400000,2400.8500000,2393.8800000,2398.4200000,16671
20170524,000000,2401.4100000,2405.5800000,2397.9900000,2404.3900000,16043
20170525,000000,2409.5400000,2418.7100000,2408.0100000,2415.0700000,16635
20170526,000000,2414.5000000,2416.6800000,2412.2000000,2415.8200000,15945
20170530,000000,2411.6700000,2415.2600000,2409.4300000,2412.9100000,16116
20170531,000000,2415.6300000,2415.9900000,2403.5900000,2411.8000000,15520
20170601,000000,2415.6500000,2430.0600000,2413.5500000,2430.0600000,16972
20170602,000000,2431.0600000,2440.2300000,2427.7100000,2439.0700000,16832
20170605,000000,2437.8300000,2439.5500000,2434.3200000,2436.1000000,16353
20170606,000000,2431.9200000,2436.2100000,2428.1200000,2429.3300000,16613
20170607,000000,2432.0300000,2435.2800000,2424.7500000,2433.1400000,17014
20170608,000000,2434.2700000,2439.2700000,2427.9400000,2433.7900000,16966
20170609,000000,2436.3900000,2446.2000000,2415.7000000,2431.7700000,19569
20170612,000000,2425.8800000,2430.1400000,2419.9700000,2429.3900000,19287
20170613,000000,2434.1500000,2441.4900000,2431.2800000,2440.3500000,18085
20170614,000000,2443.7500000,2443.7500000,2428.3400000,2437.9200000,18565
20170615,000000,2424.1400000,2433.9500000,2418.5300000,2432.4600000,18203
20170616,000000,2431.2400000,2433.1500000,2422.8800000,2433.1500000,17762
20170619,000000,2442.5500000,2453.8200000,2441.7900000,2453.4600000,17197
20170620,000000,2450.6600000,2450.6600000,2436.6000000,2437.0300000,17312
20170621,000000,2439.3100000,2442.2300000,2430.7400000,2435.6100000,17904
20170622,000000,2437.4000000,2441.6200000,2433.2700000,2434.5000000,17201
20170623,000000,2434.6500000,2441.4000000,2431.1100000,2438.3000000,14603
20170626,000000,2443.3200000,2450.4200000,2437.0300000,2439.0700000,17722
